app_text_sec,sec
appsavegiftmessage_824a96e60e7720c695e8c6f7abd856f4,Este nevoie de un total minim de achiziție% 1s pentru a valida comanda, curent total este% 2s
appsavegiftmessage_ec1f68c64fcaf8260cfacf58cd4d4af7,Profitați de ofertele noastre exclusive
appsetbillingaddress_3f324964e384daea4b317e5f179016df,Coșul de identitate lipsește
appsetbillingaddress_e61f52d02b9f52fbe1fd41ed320e29c3,Cos nu a fost găsit
appsetbillingaddress_694e8d1f2ee056f98ee488bdc4982d73,Cantitate
appsetbillingaddress_63d5049791d9d79d86e9a108b0a999ca,Referinţă
appsetbillingaddress_287234a1ff35a314b5b6bc4e5828e745,atribute
appsetbillingaddress_da7a26ae7679cdec15e19468cdc4c66d,Informații Coș încărcate cu succes
appsetbillingaddress_604279a9bb5369542695f2ad9e6185ca,Preț total (Fără TVA.)
appsetbillingaddress_ada0f55ef37f4928c5cd970f378c15e8,total de tichete
appsetbillingaddress_7c166105b10b8a6a0c0f1c6540f5cd5e,ambalaj total cadou
appsetbillingaddress_f4e8b53a114e5a17d051ab84d326cae5,Transport total
appsetbillingaddress_c6995d6cc084c192bc2e742f052a5c74,Transport gratuit!
appsetbillingaddress_b602e0d0c6a72053d0a5be60cb2f8126,Taxa totală
appsetbillingaddress_f3547ae5e06426d87312eff7dda775aa,Pretul total
appsetbillingaddress_f633584ed6ab75aa538bdf7c9269aac1,(Cost suplimentar de
appsetbillingaddress_bf804c0fa1807646b297f7be6843138f,Este nevoie de un total minim de achiziție% 1s pentru a valida comanda, curent total de achiziție este% 2s
appsetbillingaddress_a00acc9b49d721d1e3006715a0ce7014,Adresa de email nu este validă
appsetbillingaddress_dcf951059ca444f87d296d3b192783e6,Clienți cu acest e-mail nu exista
appsetbillingaddress_04f20f929ad93c8a94dbf706e05a9bd6,Nu se pot obține detalii despre adresa de transport
appsetbillingaddress_700c53d8cec1b1e9cf6c247944126166,A apărut o eroare la actualizarea coș.
appsetbillingaddress_0383858ad9a560ca2ecb8066c1681807,Selecția de produs nu poate fi livrat de transportator disponibil (e): este prea greu. Vă rugăm să modifice coșul de a reduce greutatea sa.
appsetbillingaddress_942649e42a59a56bd717acc3fed307b8,Selecția de produs nu poate fi livrat de transportator disponibil (e). Vă rugăm să modifice coș.
appsetbillingaddress_7c013b3defbf4cec9cd69f2e99a8d84c,Selecția de produs nu poate fi livrat de transportator disponibil (e): dimensiunea acesteia nu se potrivește. Vă rugăm să modifice coșul de a reduce dimensiunea sa.
appsetbillingaddress_78c46e5c6e68799668e5b0af361e8e5d,Nu există purtători care livrează unor adrese selectate.
appsetbillingaddress_3ce77aba56f064e8e177a01a7d88d415,Nu există purtători care livrează la o adresă selectată.
appsetbillingaddress_d049e05d0babc4c1643c4b36397be24d,Nu există purtători care livrează la adresa selectată.
appsetbillingaddress_51dfe3dfbcd0ea5974aba6663a660a2b,Nu livrare Metoda Obligatoriu
appsetbillingaddress_b24ce0cd392a5b0b8dedc66c25213594,Liber
appsetbillingaddress_6e15f72a51837e528df003792a367360,Nici o metoda valabila de livrare
appsetbillingaddress_e01c4498102e120635a233f6ece469da,Nu se pot obține detalii cu adresa de facturare
appsetshippingaddress_3f324964e384daea4b317e5f179016df,Coșul de identitate lipsește
appsetshippingaddress_e61f52d02b9f52fbe1fd41ed320e29c3,Cos nu a fost găsit
appsetshippingaddress_694e8d1f2ee056f98ee488bdc4982d73,Cantitate
appsetshippingaddress_63d5049791d9d79d86e9a108b0a999ca,Referinţă
appsetshippingaddress_287234a1ff35a314b5b6bc4e5828e745,atribute
appsetshippingaddress_da7a26ae7679cdec15e19468cdc4c66d,Informații Coș încărcate cu succes
appsetshippingaddress_604279a9bb5369542695f2ad9e6185ca,Preț total (Fără TVA.)
appsetshippingaddress_ada0f55ef37f4928c5cd970f378c15e8,total de tichete
appsetshippingaddress_7c166105b10b8a6a0c0f1c6540f5cd5e,ambalaj total cadou
appsetshippingaddress_f4e8b53a114e5a17d051ab84d326cae5,Transport total
appsetshippingaddress_c6995d6cc084c192bc2e742f052a5c74,Transport gratuit!
appsetshippingaddress_b602e0d0c6a72053d0a5be60cb2f8126,Taxa totală
appsetshippingaddress_f3547ae5e06426d87312eff7dda775aa,Pretul total
appsetshippingaddress_f633584ed6ab75aa538bdf7c9269aac1,(Cost suplimentar de
appsetshippingaddress_bf804c0fa1807646b297f7be6843138f,Este nevoie de un total minim de achiziție% 1s pentru a valida comanda, curent total de achiziție este% 2s
appsetshippingaddress_a00acc9b49d721d1e3006715a0ce7014,Adresa de email nu este validă
appsetshippingaddress_dcf951059ca444f87d296d3b192783e6,Clienți cu acest e-mail nu exista
appsetshippingaddress_04f20f929ad93c8a94dbf706e05a9bd6,Nu se pot obține detalii despre adresa de transport
appsetshippingaddress_700c53d8cec1b1e9cf6c247944126166,A apărut o eroare la actualizarea coș.
appsetshippingaddress_0383858ad9a560ca2ecb8066c1681807,Selecția de produs nu poate fi livrat de transportator disponibil (e): este prea greu. Vă rugăm să modifice coșul de a reduce greutatea sa.
appsetshippingaddress_942649e42a59a56bd717acc3fed307b8,Selecția de produs nu poate fi livrat de transportator disponibil (e). Vă rugăm să modifice coș.
appsetshippingaddress_7c013b3defbf4cec9cd69f2e99a8d84c,Selecția de produs nu poate fi livrat de transportator disponibil (e): dimensiunea acesteia nu se potrivește. Vă rugăm să modifice coșul de a reduce dimensiunea sa.
appsetshippingaddress_78c46e5c6e68799668e5b0af361e8e5d,Nu există purtători care livrează unor adrese selectate.
appsetshippingaddress_3ce77aba56f064e8e177a01a7d88d415,Nu există purtători care livrează la o adresă selectată.
appsetshippingaddress_d049e05d0babc4c1643c4b36397be24d,Nu există purtători care livrează la adresa selectată.
appsetshippingaddress_51dfe3dfbcd0ea5974aba6663a660a2b,Nu livrare Metoda Obligatoriu
appsetshippingaddress_b24ce0cd392a5b0b8dedc66c25213594,Liber
appsetshippingaddress_6e15f72a51837e528df003792a367360,Nici o metoda valabila de livrare
appsetshippingaddress_e01c4498102e120635a233f6ece469da,Nu se pot obține detalii cu adresa de facturare
appsetshippingmethod_3f324964e384daea4b317e5f179016df,Coșul de identitate lipsește
appsetshippingmethod_e61f52d02b9f52fbe1fd41ed320e29c3,Cos nu a fost găsit
appsetshippingmethod_694e8d1f2ee056f98ee488bdc4982d73,Cantitate
appsetshippingmethod_63d5049791d9d79d86e9a108b0a999ca,Referinţă
appsetshippingmethod_287234a1ff35a314b5b6bc4e5828e745,atribute
appsetshippingmethod_da7a26ae7679cdec15e19468cdc4c66d,Informații Coș încărcate cu succes
appsetshippingmethod_604279a9bb5369542695f2ad9e6185ca,Preț total (Fără TVA.)
appsetshippingmethod_ada0f55ef37f4928c5cd970f378c15e8,total de tichete
appsetshippingmethod_7c166105b10b8a6a0c0f1c6540f5cd5e,ambalaj total cadou
appsetshippingmethod_f4e8b53a114e5a17d051ab84d326cae5,Transport total
appsetshippingmethod_c6995d6cc084c192bc2e742f052a5c74,Transport gratuit!
appsetshippingmethod_b602e0d0c6a72053d0a5be60cb2f8126,Taxa totală
appsetshippingmethod_f3547ae5e06426d87312eff7dda775aa,Pretul total
appsetshippingmethod_f633584ed6ab75aa538bdf7c9269aac1,(Cost suplimentar de
appsetshippingmethod_bf804c0fa1807646b297f7be6843138f,Este nevoie de un total minim de achiziție% 1s pentru a valida comanda, curent total de achiziție este% 2s
appsetshippingmethod_a00acc9b49d721d1e3006715a0ce7014,Adresa de email nu este validă
appsetshippingmethod_dcf951059ca444f87d296d3b192783e6,Clienți cu acest e-mail nu exista
appsetshippingmethod_04f20f929ad93c8a94dbf706e05a9bd6,Nu se pot obține detalii despre adresa de transport
appsetshippingmethod_700c53d8cec1b1e9cf6c247944126166,A apărut o eroare la actualizarea coș.
appsetshippingmethod_0383858ad9a560ca2ecb8066c1681807,Selecția de produs nu poate fi livrat de transportator disponibil (e): este prea greu. Vă rugăm să modifice coșul de a reduce greutatea sa.
appsetshippingmethod_942649e42a59a56bd717acc3fed307b8,Selecția de produs nu poate fi livrat de transportator disponibil (e). Vă rugăm să modifice coș.
appsetshippingmethod_7c013b3defbf4cec9cd69f2e99a8d84c,Selecția de produs nu poate fi livrat de transportator disponibil (e): dimensiunea acesteia nu se potrivește. Vă rugăm să modifice coșul de a reduce dimensiunea sa.
appsetshippingmethod_78c46e5c6e68799668e5b0af361e8e5d,Nu există purtători care livrează unor adrese selectate.
appsetshippingmethod_3ce77aba56f064e8e177a01a7d88d415,Nu există purtători care livrează la o adresă selectată.
appsetshippingmethod_d049e05d0babc4c1643c4b36397be24d,Nu există purtători care livrează la adresa selectată.
appsetshippingmethod_51dfe3dfbcd0ea5974aba6663a660a2b,Nu livrare Metoda Obligatoriu
appsetshippingmethod_b24ce0cd392a5b0b8dedc66c25213594,Liber
appsetshippingmethod_6e15f72a51837e528df003792a367360,Nici o metoda valabila de livrare
appsetshippingmethod_e01c4498102e120635a233f6ece469da,Nu se pot obține detalii cu adresa de facturare
appsociallogin_bc9b4a91502bd9531dc9d7b544855a7a,date sociale nu sunt disponibile.
appsociallogin_23449e6c6fb211fb8bf12eae126cf555,Autentificare utilizatori cu succes
appupdateaddress_5058fb0856b024c6a3c18d8e0c764157,adresa de expediere a fost actualizat cu succes.
appupdateaddress_432100411a1c9a89bf06133afe8b96ce,A apărut o eroare la adăugarea adresei.
appupdateaddress_eeabead01c6c6f25f22bf0b041df58a9,Trebuie să înregistrați cel puțin un număr de telefon.
appupdateaddress_66ed24fd1b91e55ae0ad7fdb4ed251c7,Această țară necesită să ales un stat.
appupdateaddress_3dc3fe315fc270e7425b12e157e4619d,Această țară nu este activă.
appupdateaddress_78f66140209a4979028fb80f21be5a44,Fermoarul / codul poștal pe care \ 'am introdus este nevalid. Acesta trebuie să urmeze acest format:% s
appupdateaddress_50b668816d2acbdb62484bb5ea5d25ab,Este nevoie de un cod Zip / Cod poștal.
appupdateaddress_e6c1e151f2554afad6c0d551046650e8,Fermoarul / codul poștal este nevalid.
appupdateaddress_7c77177e0084c27161d63e7de535a1c6,Numărul de identificare este incorectă sau a fost deja utilizat.
appupdateaddress_355169a606c66a6a39b8d23609f7329e,Alias-ul% s a fost deja utilizat. Vă rugăm să selectați altul.
appupdateaddress_a00acc9b49d721d1e3006715a0ce7014,Adresa de email nu este validă
appupdateaddress_dcf951059ca444f87d296d3b192783e6,Clienți cu acest e-mail nu exista
appupdatecartquantity_e61f52d02b9f52fbe1fd41ed320e29c3,Cos nu a fost găsit
appupdatecartquantity_694e8d1f2ee056f98ee488bdc4982d73,Cantitate
appupdatecartquantity_6665e3761028c84e1d228de3432229ed,SKU
appupdatecartquantity_287234a1ff35a314b5b6bc4e5828e745,atribute
appupdatecartquantity_604279a9bb5369542695f2ad9e6185ca,Preț total (Fără TVA.)
appupdatecartquantity_ada0f55ef37f4928c5cd970f378c15e8,total de tichete
appupdatecartquantity_7c166105b10b8a6a0c0f1c6540f5cd5e,ambalaj total cadou
appupdatecartquantity_f4e8b53a114e5a17d051ab84d326cae5,Transport total
appupdatecartquantity_c6995d6cc084c192bc2e742f052a5c74,Transport gratuit!
appupdatecartquantity_b602e0d0c6a72053d0a5be60cb2f8126,Taxa totală
appupdatecartquantity_f3547ae5e06426d87312eff7dda775aa,Pretul total
appupdatecartquantity_ec1f68c64fcaf8260cfacf58cd4d4af7,Profitați de ofertele noastre exclusive
appupdatecartquantity_83af0c74c4cd7eef63a11d3ba7e48fda,Datele despre produs lipsesc.
appupdatecartquantity_1f4c1c7eb53c734122abd654be5f8164,Cantitatea trebuie sa fie mai mare decât zero.
appupdatecartquantity_dfbe69c6d9568ecb0e65e7b32ed92a3a,Produsul nu a fost găsit
appupdatecartquantity_91e6cde963af2000218553722fc7a093,Acest produs nu mai este disponibil.
appupdatecartquantity_4d2c41ad87059d5fd9ea5283cee720a5,Acolo nu e \ 't produs în stoc suficient.
appupdatecartquantity_0d38c90d843c787c0be14f790998210c,Trebuie să adăugați% cantitate minimă d
appupdatecartquantity_de10fc28511b894f704c1a67fcff7b4f,Aveți deja cantitatea maximă disponibilă pentru acest produs.
appupdatecartquantity_14d4a4be033fb0076188581e0ab67808,Produs actualizat cu succes
appupdatecartquantity_ce395fa164eff74838bd51a583fb3b65,Nici o schimbare găsit în cantitate.
appupdateprofile_7ffc7db3c8072a468937761b9fa9583c,Nume nevalid.
appupdateprofile_5226b39ad81c6d482af27920b0d532ae,Nume nevalid.
appupdateprofile_54084a1c09c68221979d134e9613ef84,Parola pe care a-ti introdus-o este incorecta.
appupdateprofile_f02a41f3e448d379e3c06d39bd3cc4de,Parola și confirmarea acesteia nu se potrivesc.
appupdateprofile_626295ee4555407394df3e9998e1fc19,Parolă Invalidă
appupdateprofile_c1e500b0e2c09aa39a86bb1a5ea129ca,Informații personale actualizate cu succes.
appupdateprofile_4a26ddbc1e75f300f27d3ba1f36fcb63,Informațiile nu pot fi actualizate.
appupdateprofile_c56f8985cdec11f87c16beebf6a58b62,Informațiile personale lipsesc.
appupdateprofile_b65db11517e70558e870ea4bc6dfbf0e,Clienți cu acest e-mail nu este exista.
appupdateprofile_0e042db7a9a38d0d1c833dd4c141d77d,Adresa de e-mail lipsește sau este nevalid.
appgetaddressform_ae7bdef7fe2bbbbf02c11e92c5fceb40,Adresa mea
appgetcartdetails_362dec2f2247134cd9d3cefbcb1c9a6e,Costul suplimentar al
appgetfilters_9e2941b3c81256fac10392aaca4ccfde,Condiție
appgetfilters_c0bd7654d5b278e65f21cf4e9153fdb4,Producător
appgetfilters_3601146c4e948c32b6424d2c0a7f0118,Preț
appgetorderdetails_694e8d1f2ee056f98ee488bdc4982d73,Cantitate
appgetorderdetails_6665e3761028c84e1d228de3432229ed,SKU
appgetorderdetails_9dffbf69ffba8bc38bc4e01abf4b1675,Text
appgetorderdetails_b0f79042ac83c64f3ccc42268c8ade26,Produse total
appgetorderdetails_ada0f55ef37f4928c5cd970f378c15e8,total de tichete
appgetorderdetails_7c166105b10b8a6a0c0f1c6540f5cd5e,ambalaj total cadou
appgetorderdetails_f4e8b53a114e5a17d051ab84d326cae5,Transport total
appgetorderdetails_f3547ae5e06426d87312eff7dda775aa,Pretul total
appgetsellerproducts_26380f3c8aeeb67ff17d9f961e09e045,Vanzatorul ID-ul lipsește
appgetsellerproducts_a5d37da2d02dcb1893938c19016a3834,Vanzatorul nu a fost găsit
appgetsellerproducts_b1c94ca2fbc3e78fc30069c8d0f01680,Toate
appgetsellerproducts_49ee3087348e8d44e1feda1917443987,Nume
appgetsellerproducts_3601146c4e948c32b6424d2c0a7f0118,Preț
appgetsellerproducts_0c43922c2fd0b2886820ce8d59d0a425,A-Z
appgetsellerproducts_b45a57134da0f07ba49d5b99713855fa,Z-A
appgetsellerproducts_6b26ffddeab191d3a45e641f47ff780c,Scăzut la ridicat
appgetsellerproducts_4bc0df4deaccf71b305d791e1e3b6f76,Ridicat la scăzut
appgetsellerreviews_26380f3c8aeeb67ff17d9f961e09e045,Vanzatorul ID-ul lipsește
appgetsellerreviews_a5d37da2d02dcb1893938c19016a3834,Vanzatorul nu a fost găsit
appgetsellers_4c555a8b12ac7069095ae1dd3bf43c7e,Nu sunt menționate
appsavesellerreview_26380f3c8aeeb67ff17d9f961e09e045,Vanzatorul ID-ul lipsește
appsavesellerreview_a5d37da2d02dcb1893938c19016a3834,Vanzatorul nu a fost găsit
appsavesellerreview_b494ce60923c04e8e4c91b0d47177d95,Logare ceruta
appsavesellerreview_ffb5972c963f37cdc76e79c8ab636e74,Nu este în măsură să-și prezinte recenzia. Titlu sau un comentariu lipsește.
appsavesellerreview_ed24e2b88b32983fb74e58cbc7e02038,Nu se poate salva revizuirea ca opțiune este dezactivată de administrator
appsavesellerreview_dfcf16c470a033996c2d1b56340dc2d7,Recenzia a fost trimisă cu succes și prezentate altora, după obținerea aprobării de la magazin.
appsavesellerreview_63ef1b9280784b89d4476f66396fc5dd,Recenzia dvs. a fost trimis cu succes.
appsavesellerreview_b4d8c9132ae2d46618be30173e75b6ef,Chiar acum, sistemul nu putea trimite comentariul tau. Vă rugăm să încercați din nou mai târziu
contact-form_bbaff12800505b22a853e8b7f4eb6a22,a lua legatura
contact-form_2273d1167a6212812d95dc8fadbae78e,Serviciu clienți
contact-form_d754a9e8cb640da12849a040f3ca8176,Răspunsul tău
contact-form_02d4482d332e1aef3437cd61c9bcc624,Contactează-ne
contact-form_4ec1c39345fe8820d68463eea8803b0f,Mesajul a fost trimis cu succes la echipa noastră.
contact-form_7c9d4636fc5ed97bb78bc2aac486beab,Mesajul dvs. a fost deja trimis.
contact-form_b3e4d8d61f99bac80e6aa1774d73445b,Trimite un mesaj
contact-form_6c27c08f40e1b0d9901deb9ff5f722f7,Subiect Titlu
contact-form_7bc873cba11f035df692c3549366c722,- Alegeti -
contact-form_b357b524e740bc85b9790a0712d84a30,Adresa de email
contact-form_5d4710f9a8250b13164a82c94d5b00d1,Comandă
contact-form_deb10517653c255364175796ace3553f,Produs
contact-form_13d6078da2e6592822ede083931d6826,Ataseaza fisier
contact-form_4c2a8fe7eaf24721cc7a9f0175115bd4,Mesaj
contact-form_94966d90747b97d1f0f206c98a8b1ac3,Trimite
contact-form_f787618e514c038851726224d7e4421e,Niciun fisier selectat
contact-form_e635032a5f71d809146d3872389f5b0c,Alege fișierul
order-opc_a40cab5994f36d4c48103a22ca082e8f,Coșul tău de cumpărături
order-opc_78fa1019f9a9759b45c76e186393756f,Noua comandă nu a fost acceptată.
order-opc_879f6b8877752685a966564d072f498f,Cosul de cumparaturi este gol.
order-opc_1f87346a16cf80c372065de3c54c86d9,(taxe incluse.)
order-opc_21034ae6d01a83e702839a72ba8a77b0,(fără taxe)
order-opc_ea295188b69aa5e04810abcc38b2b2be,a fost selectat
order-opc_9504d494016e17a6de7e7b51da637bc4,Nr operator de transport a fost selectat
order-opc_238a062a6a2543fd85d6616a8506fbe8,Nu suport este necesar pentru această comandă
order-opc_2e75f367f058646a1ba2fd01ceb74423,Nu aveți nevoie să acceptați Termenii de serviciu pentru această comandă.
order-opc_d236af51d8eac54fe7c366af1f6b358c,Termenii de serviciu au fost acceptate
order-opc_25d8efaba32cb44a922a727f20eaa002,Termenii de servicii nu au fost acceptate
order-opc_4ce81305b7edb043d0a7a5c75cab17d0,Există
order-opc_fe816ec4b30c11a39edfd8b0a4cfab49,Error (s)
order-opc_af0f5bdc5be121b9307687aeeae38c17,Adresă de livrare
order-opc_601d8c4b9f72fc1862013c19b677a499,Adresa de facturare
order-opc_449374f661344e843453c4e189ddeed8,Modificați adresa mea
order-opc_d87f73e8ff8d933ed2ba5ddf25040827,Instant Checkout
order-opc_ad52144224a9fb9e04b8b9ef22ce36f7,Va rugam sa incepeti prin a alege o adresa.
order-opc_b24ce0cd392a5b0b8dedc66c25213594,Liber
order-opc_da9d6ec2998a07c31ec9eb93c9f254ed,Adresa de facturare
order-opc_8a8c9edb5531fa2f822295d1830d090f,adresa dumneavoastră livrare
order-opc_06933067aafd48425d67bcb01bba5cb6,Actualizați
app_text_category_products,Categorie
app_text_demo_app_user_form,Vă rugăm să completați detaliile!
app_text_full_name_demo_app_user,Numele dumneavoastră*
app_text_email_demo_app_user,E-mail*
app_text_store_url_demo_app_user,Url-ul magazinului dvs. *
app_text_continue_demo_app_user_form,Continua
app_text_invalid_url,A se păstra URL nevalid!
app_text_invalid_email,E-mail invalid!
app_text_search,Căutare
app_text_shopping_bag,Punga de cumparaturi
app_text_check_out,Verifică
app_text_no_internet,Problema cu internetul
app_text_product_image_viewer,Produs Image Viewer
app_text_payment_methods,Metode de plata
app_text_wishlist,lista de dorințe
app_text_seller_comments,Vânzător Comentariu (s)
app_text_home,Acasă
app_text_category,Categorii
app_text_login,Autentificare
app_text_logout,Deconectare
app_text_login_signup,Log In / Înregistrare
app_text_account,Contul meu
app_text_contact,Contactează-ne
app_text_about,Despre noi
app_text_add_to_wishlist,Adaugă la lista de dorințe
app_text_add_to_cart,Adaugă în coș
app_text_off,de pe
app_text_all,Toate
app_text_languages,Limba (i)
app_text_sort,Fel
app_text_filter,Filtru
app_text_sort_order,Selectați comanda Sortare
app_text_price_asce,Pret: Mic la Mare
app_text_price_desc,Pret: Mare la Mic
app_text_product,Produs
app_text_select,Selectați
app_text_instock,In stoc
app_text_outstock,Stoc epuizat
app_text_product_info,Informatii despre produs și îngrijire
app_text_customization,Personalizare produs
app_text_accessories,Accesorii
app_text_view_less,Mai puține
app_text_view_more,Vezi mai mult
app_text_provide_details,Vă rugăm să furnizați detalii
app_text_bag,Punga de cumparaturi
app_text_apply_voucher,Se aplică Voucher
app_text_entry_voucher_code,Introduceti codul voucher-ului
app_text_apply,aplica
app_text_gift,Ambalaj pentru cadouri
app_text_entry_message,Introduceți mesajul
app_text_available_first,Trimite produse disponibile mai întâi
app_text_continue_shopping,Continua cumparaturile
app_text_continue_checkout,Deplasare la Checkout
app_text_update_quantity,Actualizare Cantitate
app_text_enter_quantity,Introdu cantitatea
app_text_empty_cart,Coșul de cumpărături de transport maritim este gol!
app_text_goto_home,Mergi la pagina principală, mergi la pagina de început
app_text_review_your_order,Verifica-ti comanda
app_text_add_new_shipping_address,Adăugați o nouă adresă
app_text_history,Transport Detalii
app_text_summary,Comanda Rezumat
app_text_shipping_methods,Metode de expediere
app_text_comment,Comanda Comentariu
app_text_payment_summary,Sumarul platii
app_text_proceed,Finalizați plata
app_text_make_payment,Plateste
app_text_congratulations,Felicitări
app_text_addresses,Adresa (e)
app_text_order_detail,Detaliile comenzii
app_text_update_personal,Actualizare Detalii personale
app_text_update_password,Actualizare parolă
app_text_current_password,Parola actuală
app_text_new_password,Parolă Nouă
app_text_confirm_password,Confirmă parola
app_text_cancel,Anulare
app_text_save,Salvați
app_text_order_ref,Comandă
app_text_status,stare
app_text_placed,Pus pe
app_text_reorder,reordonarea
app_text_order_details,Comanda Detalii
app_text_status_history,Istoric Statut
app_text_shipping_address,Adresa de transport
app_text_order_summary,Comanda Rezumat
app_text_shipping_method,Metodă de livrare
app_text_payment_method,Modalitate de plată
app_text_gift_wrapping,Impachetarea cadourilor
app_text_no_shipping_address,Nicio adresă de expediere disponibilă!
app_text_no_order_details,Detalii disponibile Nici un ordin!
app_text_signup,Inscrie-te
app_text_continue_guest,Continuă ca invitat
app_text_email,E-mail
app_text_password,Parola
app_text_forgot_password,Ați uitat parola
app_text_login_social_account,Vă puteți conecta cu contul socială.
app_text_login_with_google,Autentifică-te cu Google+
app_text_login_with_facebook,Logheaza-te cu Facebook
app_text_signup_with_google,Inregistreaza-te cu Google+
app_text_signup_with_facebook,Înregistrează-te cu Facebook
app_text_msg_enter_valid_email,Vă rugăm să introduceți e-mail validă!
app_text_msg_enter_email,Vă rugăm să introduceți adresa de email!
app_text_msg_enter_password,Te rog introdu parola!
app_text_msg_password_characters_less_than_3,Vă rugăm să introduceți parola cu mai multe caractere care sau egal cu 3!
app_text_msg_first_name,Nume
app_text_msg_last_name,Numele de familie
app_text_msg_dob,Data de nastere
app_text_msg_confirm_password,Confirmă parola
app_text_msg_personal_details,Detalii personale
app_text_msg_pass_not_matched,Parola și parola de confirmare nu corespund!
app_text_sold_by,Vandut de:
app_text_write_review,Scrie o recenzie
app_text_view_review,Vezi Review (s)
app_text_view_seller_products,Vezi Vanzatorul Produs (e)
app_text_wait,Te rog asteapta
app_text_loading,Încărcare date...
app_text_msg_went_wrong,Ceva n-a mers bine. Vă rugăm să încercați din nou.
app_text_msg_no_internet_found,Nu există nicio conexiune la internet găsit.
app_text_msg_no_internet_title,Fara Internet
app_text_msg_request,Solicitarea nu poate fi proces. Acest lucru ar putea fi din cauza conexiune lentă la internet.
app_text_msg_order_placed_email,Comanda a fost plasată successfully.You va primi un e-mail cu privire la același lucru.
app_text_msg_product_look,Poti sa te uiti pentru produsul (e) de categoria lor.
app_text_msg_search_product,Puteți căuta orice produs în magazin prin text sau voce!
app_text_msg_view_cart,Puteți vizualiza coșul de cumpărături cu cantitate!
app_text_msg_logout,Sunteți cu succes logout!
app_text_msg_view_product,Puteți vizualiza produsul în listă sau în modul grilă!
app_text_msg_sort_product,Puteți sorta produs după preț lor!
app_text_msg_filter_product,Puteți filtra produs (e) ca pe nevoia ta!
app_text_text_next,Următor →
app_text_text_okay,bine
app_text_required,Necesar
app_text_msg_rating,Vă rugăm să selectați de rating
app_text_msg_add_cart,Puteți adăuga produsul în coș de cumpărături prin simpla apăsare pe butonul \ „Adauga in cos \“!
app_text_msg_add_wishlist,Puteți adăuga produsul în lista de dorințe prin simpla apăsare pe butonul \ „Adaugă în lista de dorințe \“!
app_text_msg_product_price,Prețul produsului a fost actualizat!
app_text_msg_product_not_available,Acest produs nu este disponibil pentru comanda!
app_text_msg_combination,Această combinație nu există pentru acest produs. Vă rugăm să selectați o altă combinație.
app_text_msg_product_no_stock,Acest produs nu este disponibil în cantitatea dorită sau nu în stoc!
app_text_msg_out_stock,Unele dintre produsele din coș nu sunt disponibile în cantitatea dorită sau nu în stoc. Vă rugăm să eliminați astfel de produs (e) din coș!
app_text_msg_checkout_products,Puteți checkout produse în coșul de cumpărături al pur și simplu clic pe butonul „Continuați cu Google Checkout“.
app_text_msg_apply_voucher,Puteți aplica voucher în coș!
app_text_msg_update_quantity,Puteți actualiza cantitatea de produs sau elimina din coșul de cumpărături al!
app_text_msg_view_details,Puteți vedea detaliile produsului, făcând clic pe imaginea produsului!
app_text_msg_success,Succes!
app_text_msg_failure,Nerespectarea!
app_text_msg_enter_quantity,Vă rugăm să introduceți cantitatea
app_text_quantity,Cantitate
app_text_remove,Elimina
app_text_customization_details,Personalizare Detalii
app_text_msg_add_address,Puteți adăuga o nouă adresă de expediere, făcând clic pe butonul!
app_text_msg_update_address,Puteți actualiza adresa de expediere!
app_text_msg_select_address,Puteți selecta orice adresă de expediere prin simpla clic pe ea!
app_text_select_address_text,* Vă rugăm să selectați adresa de expediere pentru a revizui comanda.
app_text_msg_no_product,Nu sunt produse disponibile!
app_text_msg_no_comment_available,Nici un comentariu (e) disponibilă!
app_text_msg_reset_password,Puteți reseta parola făcând clic `Uita Password`
app_text_msg_login,Vă puteți conecta în magazin de aici!
app_text_msg_login_fb,De asemenea, puteți conecta în magazin din contul dvs. Facebook!
app_text_msg_login_google,De asemenea, puteți conecta în magazin din contul dvs. Google!
app_text_msg_update_profile,Puteți actualiza detaliile de profil, detalii de transport maritim sau pentru a vedea detaliile comenzii de aici!
app_text_product_info_and_care,Informatii despre produs și îngrijire
app_text_download,Descarca
app_text_minimal_quantity,Cantitatea minimă
app_text_seller_details,Detaliile vanzatorului
app_text_pack_content,Conținut de ambalaj
app_text_submit,Trimite
app_text_msg_forget_password,Introdu adresa de e-mail asociată contului. Faceți clic pe submit pentru a avea parola de e-mail pentru a vă.
app_text_enter_your_email,Introduceți adresa dvs. de email
app_text_reset_password,Reseteaza parola
app_text_view_selected_filter,Puteți vizualiza rezultatul dvs. filtru selectat, făcând clic pe această imagine!
app_text_clear_selected_filter,Puteți șterge filtrul aplicat, făcând clic pe această imagine!
app_text_no_filter,Nu există filtre
app_text_phone_number_required,* Trebuie să se înregistreze cel puțin un număr de telefon
app_text_refresh,Reîmprospăta
app_text_internet_connection_failed,Conexiune internet a eșuat!
app_text_internet_connection_problem,Ar putea exista unele probleme cu conexiunea la internet. Te rog verifica.
app_text_cancel_transaction,Anulare tranzacție
app_text_middle_of_payment,Sunteți în mijlocul procesului de tranzacție de plată. Doriți într-adevăr anulați tranzacția?
app_text_yes,da
app_text_no,Nu
app_text_enter_your_comment,Introdu comentariul tău
app_text_msg_shipping_methods_unavailable,Pentru unele produse (e), metodele de expediere nu sunt disponibile. Vă rugăm să eliminați un astfel de produs (e) din
app_text_msg_select_shipping_methods,Vă rugăm să selectați metoda de transport maritim
