app_text_sec,sec
appsavegiftmessage_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appsavegiftmessage_c6995d6cc084c192bc2e742f052a5c74,Gratis fragt!
appsavegiftmessage_b602e0d0c6a72053d0a5be60cb2f8126,I alt Skat
appsavegiftmessage_f3547ae5e06426d87312eff7dda775aa,Total pris
appsavegiftmessage_824a96e60e7720c695e8c6f7abd856f4,Et minimum køb alt% 1s er forpligtet til at validere din ordre, nuværende samlede tal er% 2s
appsavegiftmessage_ec1f68c64fcaf8260cfacf58cd4d4af7,Udnyt vores eksklusive tilbud
appsetbillingaddress_3f324964e384daea4b317e5f179016df,mangler indkøbskurven id
appsetbillingaddress_e61f52d02b9f52fbe1fd41ed320e29c3,Kurv ikke fundet
appsetbillingaddress_694e8d1f2ee056f98ee488bdc4982d73,Antal
appsetbillingaddress_63d5049791d9d79d86e9a108b0a999ca,Reference
appsetbillingaddress_287234a1ff35a314b5b6bc4e5828e745,Egenskaber
appsetbillingaddress_da7a26ae7679cdec15e19468cdc4c66d,Kurv oplysninger indlæst
appsetbillingaddress_604279a9bb5369542695f2ad9e6185ca,Samlet pris (skat ekskl.)
appsetbillingaddress_ada0f55ef37f4928c5cd970f378c15e8,Total kuponer
appsetbillingaddress_7c166105b10b8a6a0c0f1c6540f5cd5e,Samlet gaveindpakning
appsetbillingaddress_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appsetbillingaddress_c6995d6cc084c192bc2e742f052a5c74,Gratis fragt!
appsetbillingaddress_b602e0d0c6a72053d0a5be60cb2f8126,I alt Skat
appsetbillingaddress_f3547ae5e06426d87312eff7dda775aa,Total pris
appsetbillingaddress_f633584ed6ab75aa538bdf7c9269aac1,(Yderligere omkostninger af
appsetbillingaddress_bf804c0fa1807646b297f7be6843138f,Et minimum køb alt% 1s er forpligtet til at validere din ordre, aktuelle køb samlede tal er% 2s
appsetbillingaddress_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appsetbillingaddress_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
appsetbillingaddress_04f20f929ad93c8a94dbf706e05a9bd6,Kan ikke få skibsfarten adresseoplysninger
appsetbillingaddress_700c53d8cec1b1e9cf6c247944126166,Der opstod en fejl under opdatering af din vogn.
appsetbillingaddress_0383858ad9a560ca2ecb8066c1681807,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): Det er for tung. Venligst ændre din vogn til at sænke sin vægt.
appsetbillingaddress_942649e42a59a56bd717acc3fed307b8,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e). Venligst ændre din indkøbskurv.
appsetbillingaddress_7c013b3defbf4cec9cd69f2e99a8d84c,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): dens størrelse passer ikke. Venligst ændre din vogn for at reducere dens størrelse.
appsetbillingaddress_78c46e5c6e68799668e5b0af361e8e5d,Der er ingen luftfartsselskaber, der leverer til nogle adresser, du har valgt.
appsetbillingaddress_3ce77aba56f064e8e177a01a7d88d415,Der er ingen luftfartsselskaber, der leverer til en adresse, du har valgt.
appsetbillingaddress_d049e05d0babc4c1643c4b36397be24d,Der er ingen luftfartsselskaber, der leverer til den adresse, du har valgt.
appsetbillingaddress_51dfe3dfbcd0ea5974aba6663a660a2b,Nej Levering Metode Påkrævet
appsetbillingaddress_b24ce0cd392a5b0b8dedc66c25213594,Ledig
appsetbillingaddress_6e15f72a51837e528df003792a367360,Nej Levering metode til rådighed
appsetbillingaddress_e01c4498102e120635a233f6ece469da,Kan ikke få Fakturering adresseoplysninger
appsetshippingaddress_3f324964e384daea4b317e5f179016df,mangler indkøbskurven id
appsetshippingaddress_e61f52d02b9f52fbe1fd41ed320e29c3,Kurv ikke fundet
appsetshippingaddress_694e8d1f2ee056f98ee488bdc4982d73,Antal
appsetshippingaddress_63d5049791d9d79d86e9a108b0a999ca,Reference
appsetshippingaddress_287234a1ff35a314b5b6bc4e5828e745,Egenskaber
appsetshippingaddress_da7a26ae7679cdec15e19468cdc4c66d,Kurv oplysninger indlæst
appsetshippingaddress_604279a9bb5369542695f2ad9e6185ca,Samlet pris (skat ekskl.)
appsetshippingaddress_ada0f55ef37f4928c5cd970f378c15e8,Total kuponer
appsetshippingaddress_7c166105b10b8a6a0c0f1c6540f5cd5e,Samlet gaveindpakning
appsetshippingaddress_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appsetshippingaddress_c6995d6cc084c192bc2e742f052a5c74,Gratis fragt!
appsetshippingaddress_b602e0d0c6a72053d0a5be60cb2f8126,I alt Skat
appsetshippingaddress_f3547ae5e06426d87312eff7dda775aa,Total pris
appsetshippingaddress_f633584ed6ab75aa538bdf7c9269aac1,(Yderligere omkostninger af
appsetshippingaddress_bf804c0fa1807646b297f7be6843138f,Et minimum køb alt% 1s er forpligtet til at validere din ordre, aktuelle køb samlede tal er% 2s
appsetshippingaddress_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appsetshippingaddress_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
appsetshippingaddress_04f20f929ad93c8a94dbf706e05a9bd6,Kan ikke få skibsfarten adresseoplysninger
appsetshippingaddress_700c53d8cec1b1e9cf6c247944126166,Der opstod en fejl under opdatering af din vogn.
appsetshippingaddress_0383858ad9a560ca2ecb8066c1681807,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): Det er for tung. Venligst ændre din vogn til at sænke sin vægt.
appsetshippingaddress_942649e42a59a56bd717acc3fed307b8,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e). Venligst ændre din indkøbskurv.
appsetshippingaddress_7c013b3defbf4cec9cd69f2e99a8d84c,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): dens størrelse passer ikke. Venligst ændre din vogn for at reducere dens størrelse.
appsetshippingaddress_78c46e5c6e68799668e5b0af361e8e5d,Der er ingen luftfartsselskaber, der leverer til nogle adresser, du har valgt.
appsetshippingaddress_3ce77aba56f064e8e177a01a7d88d415,Der er ingen luftfartsselskaber, der leverer til en adresse, du har valgt.
appsetshippingaddress_d049e05d0babc4c1643c4b36397be24d,Der er ingen luftfartsselskaber, der leverer til den adresse, du har valgt.
appsetshippingaddress_51dfe3dfbcd0ea5974aba6663a660a2b,Nej Levering Metode Påkrævet
appsetshippingaddress_b24ce0cd392a5b0b8dedc66c25213594,Ledig
appsetshippingaddress_6e15f72a51837e528df003792a367360,Nej Levering metode til rådighed
appsetshippingaddress_e01c4498102e120635a233f6ece469da,Kan ikke få Fakturering adresseoplysninger
appsetshippingmethod_3f324964e384daea4b317e5f179016df,mangler indkøbskurven id
appsetshippingmethod_e61f52d02b9f52fbe1fd41ed320e29c3,Kurv ikke fundet
appsetshippingmethod_694e8d1f2ee056f98ee488bdc4982d73,Antal
appsetshippingmethod_63d5049791d9d79d86e9a108b0a999ca,Reference
appsetshippingmethod_287234a1ff35a314b5b6bc4e5828e745,Egenskaber
appsetshippingmethod_da7a26ae7679cdec15e19468cdc4c66d,Kurv oplysninger indlæst
appsetshippingmethod_604279a9bb5369542695f2ad9e6185ca,Samlet pris (skat ekskl.)
appsetshippingmethod_ada0f55ef37f4928c5cd970f378c15e8,Total kuponer
appsetshippingmethod_7c166105b10b8a6a0c0f1c6540f5cd5e,Samlet gaveindpakning
appsetshippingmethod_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appsetshippingmethod_c6995d6cc084c192bc2e742f052a5c74,Gratis fragt!
appsetshippingmethod_b602e0d0c6a72053d0a5be60cb2f8126,I alt Skat
appsetshippingmethod_f3547ae5e06426d87312eff7dda775aa,Total pris
appsetshippingmethod_f633584ed6ab75aa538bdf7c9269aac1,(Yderligere omkostninger af
appsetshippingmethod_bf804c0fa1807646b297f7be6843138f,Et minimum køb alt% 1s er forpligtet til at validere din ordre, aktuelle køb samlede tal er% 2s
appsetshippingmethod_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appsetshippingmethod_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
appsetshippingmethod_04f20f929ad93c8a94dbf706e05a9bd6,Kan ikke få skibsfarten adresseoplysninger
appsetshippingmethod_700c53d8cec1b1e9cf6c247944126166,Der opstod en fejl under opdatering af din vogn.
appsetshippingmethod_0383858ad9a560ca2ecb8066c1681807,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): Det er for tung. Venligst ændre din vogn til at sænke sin vægt.
appsetshippingmethod_942649e42a59a56bd717acc3fed307b8,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e). Venligst ændre din indkøbskurv.
appsetshippingmethod_7c013b3defbf4cec9cd69f2e99a8d84c,udvælgelse produktet ikke kan leveres af den tilgængelige bærer (e): dens størrelse passer ikke. Venligst ændre din vogn for at reducere dens størrelse.
appsetshippingmethod_78c46e5c6e68799668e5b0af361e8e5d,Der er ingen luftfartsselskaber, der leverer til nogle adresser, du har valgt.
appsetshippingmethod_3ce77aba56f064e8e177a01a7d88d415,Der er ingen luftfartsselskaber, der leverer til en adresse, du har valgt.
appsetshippingmethod_d049e05d0babc4c1643c4b36397be24d,Der er ingen luftfartsselskaber, der leverer til den adresse, du har valgt.
appsetshippingmethod_51dfe3dfbcd0ea5974aba6663a660a2b,Nej Levering Metode Påkrævet
appsetshippingmethod_b24ce0cd392a5b0b8dedc66c25213594,Ledig
appsetshippingmethod_6e15f72a51837e528df003792a367360,Nej Levering metode til rådighed
appsetshippingmethod_e01c4498102e120635a233f6ece469da,Kan ikke få Fakturering adresseoplysninger
appsociallogin_bc9b4a91502bd9531dc9d7b544855a7a,Social data er ikke tilgængelige.
appsociallogin_23449e6c6fb211fb8bf12eae126cf555,Bruger login med succes
appupdateaddress_5058fb0856b024c6a3c18d8e0c764157,leveringsadresse er blevet opdateret.
appupdateaddress_432100411a1c9a89bf06133afe8b96ce,Der opstod en fejl under tilføjelse din adresse.
appupdateaddress_eeabead01c6c6f25f22bf0b041df58a9,Du skal registrere mindst ét ​​telefonnummer.
appupdateaddress_66ed24fd1b91e55ae0ad7fdb4ed251c7,Dette land kræver, at du har valgt en stat.
appupdateaddress_3dc3fe315fc270e7425b12e157e4619d,Dette land er ikke aktiv.
appupdateaddress_78f66140209a4979028fb80f21be5a44,Den Zip / Postnr du \ 've indtastet, er ugyldig. Det må følge dette format:% s
appupdateaddress_50b668816d2acbdb62484bb5ea5d25ab,En Zip / Postnr er påkrævet.
appupdateaddress_e6c1e151f2554afad6c0d551046650e8,Den Zip / Postnr er ugyldig.
appupdateaddress_7c77177e0084c27161d63e7de535a1c6,Identifikationsnummer er forkert eller er allerede blevet brugt.
appupdateaddress_355169a606c66a6a39b8d23609f7329e,De alias% s er allerede blevet brugt. Vælg et andet.
appupdateaddress_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appupdateaddress_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
appupdatecartquantity_e61f52d02b9f52fbe1fd41ed320e29c3,Kurv ikke fundet
appupdatecartquantity_694e8d1f2ee056f98ee488bdc4982d73,Antal
appupdatecartquantity_6665e3761028c84e1d228de3432229ed,SKU
appupdatecartquantity_287234a1ff35a314b5b6bc4e5828e745,Egenskaber
appupdatecartquantity_604279a9bb5369542695f2ad9e6185ca,Samlet pris (skat ekskl.)
appupdatecartquantity_ada0f55ef37f4928c5cd970f378c15e8,Total kuponer
appupdatecartquantity_7c166105b10b8a6a0c0f1c6540f5cd5e,Samlet gaveindpakning
appupdatecartquantity_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appupdatecartquantity_c6995d6cc084c192bc2e742f052a5c74,Gratis fragt!
appupdatecartquantity_b602e0d0c6a72053d0a5be60cb2f8126,I alt Skat
appupdatecartquantity_f3547ae5e06426d87312eff7dda775aa,Total pris
appupdatecartquantity_ec1f68c64fcaf8260cfacf58cd4d4af7,Udnyt vores eksklusive tilbud
appupdatecartquantity_83af0c74c4cd7eef63a11d3ba7e48fda,Produkt data mangler.
appupdatecartquantity_1f4c1c7eb53c734122abd654be5f8164,Mængde bør være større end nul.
appupdatecartquantity_dfbe69c6d9568ecb0e65e7b32ed92a3a,Produkt blev ikke fundet
appupdatecartquantity_91e6cde963af2000218553722fc7a093,Dette produkt er ikke længere tilgængelig.
appupdatecartquantity_4d2c41ad87059d5fd9ea5283cee720a5,Der isn \ 't nok varen på lager.
appupdatecartquantity_0d38c90d843c787c0be14f790998210c,Du skal tilføje% d minimumsmængde
appupdatecartquantity_de10fc28511b894f704c1a67fcff7b4f,Du har allerede det maksimale disponible mængde for dette produkt.
appupdatecartquantity_14d4a4be033fb0076188581e0ab67808,Produkt blev opdateret
appupdatecartquantity_ce395fa164eff74838bd51a583fb3b65,Ingen ændring fundet i mængde.
appupdateprofile_7ffc7db3c8072a468937761b9fa9583c,Ugyldigt fornavn.
appupdateprofile_5226b39ad81c6d482af27920b0d532ae,Ugyldigt efternavn.
appupdateprofile_54084a1c09c68221979d134e9613ef84,Den indtastede adgangskode er forkert.
appupdateprofile_f02a41f3e448d379e3c06d39bd3cc4de,Kodeordet og bekræftelse stemmer ikke overens.
appupdateprofile_626295ee4555407394df3e9998e1fc19,forkert kodeord
appupdateprofile_c1e500b0e2c09aa39a86bb1a5ea129ca,Personlige oplysninger opdateret.
appupdateprofile_4a26ddbc1e75f300f27d3ba1f36fcb63,Oplysningerne kan ikke opdateres.
appupdateprofile_c56f8985cdec11f87c16beebf6a58b62,Personlige oplysninger mangler.
appupdateprofile_b65db11517e70558e870ea4bc6dfbf0e,Kunden med denne e-mail ikke eksisterer.
appupdateprofile_0e042db7a9a38d0d1c833dd4c141d77d,E-mail-adresse mangler eller er ugyldig.
appgetaddressform_ae7bdef7fe2bbbbf02c11e92c5fceb40,Min adresse
appgetcartdetails_362dec2f2247134cd9d3cefbcb1c9a6e,Merudgift på
appgetfilters_9e2941b3c81256fac10392aaca4ccfde,Tilstand
appgetfilters_c0bd7654d5b278e65f21cf4e9153fdb4,Fabrikant
appgetfilters_3601146c4e948c32b6424d2c0a7f0118,Pris
appgetorderdetails_694e8d1f2ee056f98ee488bdc4982d73,Antal
appgetorderdetails_6665e3761028c84e1d228de3432229ed,SKU
appgetorderdetails_9dffbf69ffba8bc38bc4e01abf4b1675,Tekst
appgetorderdetails_b0f79042ac83c64f3ccc42268c8ade26,Total Produkter
appgetorderdetails_ada0f55ef37f4928c5cd970f378c15e8,Total kuponer
appgetorderdetails_7c166105b10b8a6a0c0f1c6540f5cd5e,Samlet gaveindpakning
appgetorderdetails_f4e8b53a114e5a17d051ab84d326cae5,Samlet forsendelse
appgetorderdetails_f3547ae5e06426d87312eff7dda775aa,Total pris
appgetsellerproducts_26380f3c8aeeb67ff17d9f961e09e045,mangler Sælger id
appgetsellerproducts_a5d37da2d02dcb1893938c19016a3834,Sælger ikke fundet
appgetsellerproducts_b1c94ca2fbc3e78fc30069c8d0f01680,Alle
appgetsellerproducts_49ee3087348e8d44e1feda1917443987,Navn
appgetsellerproducts_3601146c4e948c32b6424d2c0a7f0118,Pris
appgetsellerproducts_0c43922c2fd0b2886820ce8d59d0a425,A-Z
appgetsellerproducts_b45a57134da0f07ba49d5b99713855fa,Z-A
appgetsellerproducts_6b26ffddeab191d3a45e641f47ff780c,Lav til høj
appgetsellerproducts_4bc0df4deaccf71b305d791e1e3b6f76,Høj til lav
appgetsellerreviews_26380f3c8aeeb67ff17d9f961e09e045,mangler Sælger id
appgetsellerreviews_a5d37da2d02dcb1893938c19016a3834,Sælger ikke fundet
appgetsellers_4c555a8b12ac7069095ae1dd3bf43c7e,Ikke nævnt
appsavesellerreview_26380f3c8aeeb67ff17d9f961e09e045,mangler Sælger id
appsavesellerreview_a5d37da2d02dcb1893938c19016a3834,Sælger ikke fundet
appsavesellerreview_b494ce60923c04e8e4c91b0d47177d95,Log ind er nødvendig
appsavesellerreview_ffb5972c963f37cdc76e79c8ab636e74,Ikke i stand til at indsende din bedømmelse. Titel eller kommentar mangler.
appsavesellerreview_ed24e2b88b32983fb74e58cbc7e02038,Kan ikke gemme den revision, som optionen er deaktiveret af admin
appsavesellerreview_dfcf16c470a033996c2d1b56340dc2d7,Din anmeldelse er blevet sendt og vist til andre efter at få godkendelse fra butik.
appsavesellerreview_63ef1b9280784b89d4476f66396fc5dd,Din anmeldelse er blevet sendt.
appsavesellerreview_b4d8c9132ae2d46618be30173e75b6ef,Lige nu, systemet ikke er i stand til at indsende din bedømmelse. Prøv igen senere
contact-form_bbaff12800505b22a853e8b7f4eb6a22,Kontakt
contact-form_2273d1167a6212812d95dc8fadbae78e,Kunde service
contact-form_d754a9e8cb640da12849a040f3ca8176,Dit svar
contact-form_02d4482d332e1aef3437cd61c9bcc624,Kontakt os
contact-form_4ec1c39345fe8820d68463eea8803b0f,Din besked er blevet sendt til vores team.
contact-form_7c9d4636fc5ed97bb78bc2aac486beab,Din besked er allerede blevet sendt.
contact-form_b3e4d8d61f99bac80e6aa1774d73445b,Send en besked
contact-form_6c27c08f40e1b0d9901deb9ff5f722f7,Emne Overskrift
contact-form_7bc873cba11f035df692c3549366c722,- Vælg -
contact-form_b357b524e740bc85b9790a0712d84a30,Email adresse
contact-form_5d4710f9a8250b13164a82c94d5b00d1,Ordrenummer
contact-form_deb10517653c255364175796ace3553f,Produkt
contact-form_13d6078da2e6592822ede083931d6826,Vedhæft fil
contact-form_4c2a8fe7eaf24721cc7a9f0175115bd4,Besked
contact-form_94966d90747b97d1f0f206c98a8b1ac3,Sende
contact-form_f787618e514c038851726224d7e4421e,Ingen fil valgt
contact-form_e635032a5f71d809146d3872389f5b0c,Vælg fil
order-opc_a40cab5994f36d4c48103a22ca082e8f,Din indkøbskurv
order-opc_78fa1019f9a9759b45c76e186393756f,Din nye ordre blev ikke accepteret.
order-opc_879f6b8877752685a966564d072f498f,Din indkøbskurv er tom.
order-opc_1f87346a16cf80c372065de3c54c86d9,(inkl. skat)
order-opc_21034ae6d01a83e702839a72ba8a77b0,(Skat ekskl.)
order-opc_ea295188b69aa5e04810abcc38b2b2be,er valgt
order-opc_9504d494016e17a6de7e7b51da637bc4,Ingen luftfartsselskab er blevet udvalgt
order-opc_238a062a6a2543fd85d6616a8506fbe8,Det er ikke nødvendigt luftfartsselskab for denne ordre
order-opc_2e75f367f058646a1ba2fd01ceb74423,Du behøver ikke at acceptere Terms of Service for denne ordre.
order-opc_d236af51d8eac54fe7c366af1f6b358c,Vilkårene tjeneste er blevet accepteret
order-opc_25d8efaba32cb44a922a727f20eaa002,Begreberne tjeneste er ikke blevet accepteret
order-opc_4ce81305b7edb043d0a7a5c75cab17d0,Der er
order-opc_fe816ec4b30c11a39edfd8b0a4cfab49,Fejl (s)
order-opc_af0f5bdc5be121b9307687aeeae38c17,Leveringsadresse
order-opc_601d8c4b9f72fc1862013c19b677a499,Faktura adresse
order-opc_449374f661344e843453c4e189ddeed8,Ændre min adresse
order-opc_d87f73e8ff8d933ed2ba5ddf25040827,Øjeblikkelig kassen
order-opc_ad52144224a9fb9e04b8b9ef22ce36f7,Start med at vælge en adresse.
order-opc_b24ce0cd392a5b0b8dedc66c25213594,Ledig
order-opc_da9d6ec2998a07c31ec9eb93c9f254ed,Din faktureringsadresse
order-opc_8a8c9edb5531fa2f822295d1830d090f,Din leveringsadresse
order-opc_06933067aafd48425d67bcb01bba5cb6,Opdatering
app_text_category_products,Kategori
app_text_demo_app_user_form,Udfyld detaljerne!
app_text_full_name_demo_app_user,Dit navn*
app_text_email_demo_app_user,E-mail *
app_text_store_url_demo_app_user,Din butik Url *
app_text_continue_demo_app_user_form,Blive ved
app_text_invalid_url,Ugyldig Store URL!
app_text_invalid_email,Ugyldig email!
app_text_search,Søg
app_text_shopping_bag,Indkøbspose
app_text_check_out,bestilling
app_text_no_internet,Internet problem
app_text_product_image_viewer,Produkt Image Viewer
app_text_payment_methods,betalingsmetoder
app_text_wishlist,ønskeliste
app_text_seller_comments,Sælger kommentar (s)
app_text_home,Hjem
app_text_category,Kategorier
app_text_login,Log på
app_text_logout,Log ud
app_text_login_signup,Log ind / Tilmeld
app_text_account,Min konto
app_text_contact,Kontakt os
app_text_about,Om os
app_text_add_to_wishlist,Tilføj til ønskeliste
app_text_add_to_cart,Tilføj til kurv
app_text_off,af
app_text_all,Alle
app_text_languages,Sprog)
app_text_sort,Sortere
app_text_filter,Filter
app_text_sort_order,Vælg sorteringsrækkefølge
app_text_price_asce,Pris: Lav til høj
app_text_price_desc,Pris: høj til lav
app_text_product,Produkt
app_text_select,Vælg
app_text_instock,På lager
app_text_outstock,Udsolgt
app_text_product_info,Produkt Info og pleje
app_text_customization,Produkt Tilpasning
app_text_accessories,tilbehør
app_text_view_less,Se Mindre
app_text_view_more,Se mere
app_text_provide_details,Angiv oplysninger
app_text_bag,Indkøbspose
app_text_apply_voucher,Påfør Voucher
app_text_entry_voucher_code,Indtast rabatkode
app_text_apply,ansøge
app_text_gift,Gavepapir
app_text_entry_message,Skriv din besked
app_text_available_first,Send tilgængelige produkter først
app_text_continue_shopping,Fortsætte med at handle
app_text_continue_checkout,Fortsæt Til Kassen
app_text_update_quantity,opdater Mængde
app_text_enter_quantity,Vælg antal
app_text_empty_cart,Din forsendelse indkøbskurv er tom!
app_text_goto_home,Gå til forsiden
app_text_review_your_order,Gennemgå din bestilling
app_text_add_new_shipping_address,Tilføj ny adresse
app_text_history,Forsendelsesdetaljer
app_text_summary,Ordreoversigt
app_text_shipping_methods,Forsendelse Metoder
app_text_comment,Bestil Kommentar
app_text_payment_summary,Resumé Betaling
app_text_proceed,Fortsæt til betaling
app_text_make_payment,Foretag indbetaling
app_text_congratulations,Tillykke
app_text_addresses,Adresse (r)
app_text_order_detail,Bestil Detail
app_text_update_personal,Opdatering Personlig Detaljer
app_text_update_password,opdater adgangskode
app_text_current_password,Nuværende kodeord
app_text_new_password,nyt kodeord
app_text_confirm_password,Bekræft kodeord
app_text_cancel,Afbestille
app_text_save,Gemme
app_text_order_ref,ordrenummer
app_text_status,status
app_text_placed,Placeret på
app_text_reorder,Genbestil
app_text_order_details,Ordre detaljer
app_text_status_history,statushistorik
app_text_shipping_address,Shipping Address
app_text_order_summary,Ordreoversigt
app_text_shipping_method,Fragtmetode
app_text_payment_method,Betalingsmetode
app_text_gift_wrapping,Gaveindpakning
app_text_no_shipping_address,Ingen leveringsadresse tilgængelig!
app_text_no_order_details,Ingen ordre detaljer tilgængelig!
app_text_signup,Tilmelde
app_text_continue_guest,Fortsæt som gæst
app_text_email,E-mail
app_text_password,Adgangskode
app_text_forgot_password,Glemt kodeord
app_text_login_social_account,Du kan logge ind med sociale konto.
app_text_login_with_google,Login med Google+
app_text_login_with_facebook,Login med Facebook
app_text_signup_with_google,Tilmeld med Google+
app_text_signup_with_facebook,Tilmeld med Facebook
app_text_msg_enter_valid_email,Indtast venligst gyldig e-mail!
app_text_msg_enter_email,Indtast venligst e-mail!
app_text_msg_enter_password,Indtast venligst adgangskode!
app_text_msg_password_characters_less_than_3,Indtast kodeord at have tegn mere at eller lig med 3!
app_text_msg_first_name,Fornavn
app_text_msg_last_name,Efternavn
app_text_msg_dob,Fødselsdato
app_text_msg_confirm_password,Bekræft kodeord
app_text_msg_personal_details,Personlige detaljer
app_text_msg_pass_not_matched,Adgangskode og bekræft adgangskode ikke matches!
app_text_sold_by,Solgt af:
app_text_write_review,Skriv anmeldelse
app_text_view_review,Se bedømmelse (r)
app_text_view_seller_products,Se Sælger Produkt (er)
app_text_wait,Vent venligst
app_text_loading,Indlæser data ...
app_text_msg_went_wrong,Noget gik galt. Prøv igen.
app_text_msg_no_internet_found,Ingen internetforbindelse fundet.
app_text_msg_no_internet_title,ingen Internet
app_text_msg_request,Anmodning kan ikke være proces. Dette kan være på grund af langsom internetforbindelse.
app_text_msg_order_placed_email,Din ordre er blevet placeret successfully.You vil modtage en e-mail om det samme.
app_text_msg_product_look,Du kan søge efter produkt (er) ved deres kategori.
app_text_msg_search_product,Du kan søge ethvert produkt i butikken ved tekst eller stemme!
app_text_msg_view_cart,Du kan se indkøbsvogn med kvantitet!
app_text_msg_logout,Du er logout succes!
app_text_msg_view_product,Du kan se produkt på listen eller gitter mode!
app_text_msg_sort_product,Du kan sortere produkt af deres pris!
app_text_msg_filter_product,Du kan filtrere produkt (er) som pr dine behov!
app_text_text_next,Næste
app_text_text_okay,okay
app_text_required,Nødvendig
app_text_msg_rating,Vælg bedømmelse
app_text_msg_add_cart,Du kan tilføje produkt til indkøbskurv ved blot at klikke på knappen \ 'indkøbskurven \'!
app_text_msg_add_wishlist,Du kan tilføje produkt til ønskeliste ved blot at klikke på knappen \ 'Tilføj til ønskeliste \'!
app_text_msg_product_price,Produkt pris er blevet opdateret!
app_text_msg_product_not_available,Dette produkt er ikke tilgængelig for orden!
app_text_msg_combination,Denne kombination findes ikke for dette produkt. Vælg en anden kombination.
app_text_msg_product_no_stock,Dette produkt er ikke tilgængelig i den ønskede mængde eller ikke er på lager!
app_text_msg_out_stock,Nogle af produkterne i vognen er ikke tilgængelige i den ønskede mængde eller ikke er på lager. Fjern et sådant produkt (er) fra kurv!
app_text_msg_checkout_products,Du kan kassen Artikler i indkøbskurv ved blot at klikke på knappen 'Fortsæt til bestilling'.
app_text_msg_apply_voucher,Du kan anvende gavekort til shopping cart!
app_text_msg_update_quantity,Du kan opdatere mængde af produktet eller fjerne det fra indkøbskurv!
app_text_msg_view_details,Du kan se produkt detaljer ved at klikke på produktets image!
app_text_msg_success,Succes!
app_text_msg_failure,Fiasko!
app_text_msg_enter_quantity,Indtast mængde
app_text_quantity,Antal
app_text_remove,Fjerne
app_text_customization_details,Tilpasning Detaljer
app_text_msg_add_address,Du kan tilføje nye leveringsadresse ved at klikke på knappen!
app_text_msg_update_address,Du kan opdatere leveringsadresse!
app_text_msg_select_address,Du kan vælge en hvilken som helst leveringsadresse ved blot at klikke på det!
app_text_select_address_text,* Vælg leveringsadresse at gennemgå din ordre.
app_text_msg_no_product,Ingen produkter til rådighed!
app_text_msg_no_comment_available,Ingen kommentar (er) til rådighed!
app_text_msg_reset_password,Du kan nulstille din adgangskode ved at klikke `Glem Password`
app_text_msg_login,Du kan logge ind i butikken herfra!
app_text_msg_login_fb,Du kan også logge ind i butikken fra din Facebook-konto!
app_text_msg_login_google,Du kan også logge ind i butikken fra din Google-konto!
app_text_msg_update_profile,Du kan opdatere dine profiloplysninger, skibsfart detaljer eller se dine ordre detaljer herfra!
app_text_product_info_and_care,Produkt Info og pleje
app_text_download,Hent
app_text_minimal_quantity,minimal Mængde
app_text_seller_details,Sælger Detaljer
app_text_pack_content,Pack Indhold
app_text_submit,Indsend
app_text_msg_forget_password,Indtast e-mail-adresse, der er tilknyttet din konto. Klik indsende at få din adgangskode e-mailes til dig.
app_text_enter_your_email,Indtast din e-mail
app_text_reset_password,Nulstille kodeord
app_text_view_selected_filter,Du kan se din valgte filter resultatet ved at klikke på dette billede!
app_text_clear_selected_filter,Du kan slette den anvendte filter ved at klikke på billedet!
app_text_no_filter,ingen filtre
app_text_phone_number_required,* Du skal registrere mindst ét ​​telefonnummer
app_text_refresh,Opdater
app_text_internet_connection_failed,Internet Connection Failed!
app_text_internet_connection_problem,Der kan være nogle problemer med din internetforbindelse. Kontroller venligst.
app_text_cancel_transaction,Annuller transaktion
app_text_middle_of_payment,Du er i midten af ​​din betalingstransaktion proces. Vil du virkelig annullere din transaktion?
app_text_yes,Ja
app_text_no,Ingen
app_text_enter_your_comment,Indtast din kommentar
app_text_msg_shipping_methods_unavailable,For nogle produkt (er), forsendelse metoder er ikke tilgængelige. Fjern sådant produkt (er) fra
app_text_msg_select_shipping_methods,Vælg forsendelsesmetode
